ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
63.0,48.0,-9.0,816.0,825,715,70,,0,,2,5,-2.0,713.0,DEN,349.0,0,759,,9,,ABQ,,N7255U,7.0,8.0,UA,,2000
214.0,,-33.0,1708.0,1741,1135,246,,0,,2,30,-1.0,1134.0,ORD,1745.0,0,1390,,11,,LAX,,,,,AA,,1993
118.0,98.0,-3.0,2227.0,2230,1933,117,,0,0.0,3,16,-4.0,1929.0,MLI,751.0,0,6582,0.0,8,0.0,DEN,0.0,N925SW,4.0,16.0,OO,0.0,2006
68.0,58.0,15.0,2224.0,2209,2055,74,,0,,3,15,21.0,2116.0,RDU,336.0,0,1282,,11,,PHL,,N244US,4.0,6.0,US,,1995
108.0,90.0,3.0,1354.0,1351,1107,104,,0,,1,15,-1.0,1106.0,IAH,667.0,0,1823,,3,,ELP,,N12539,6.0,12.0,CO,,1999
249.0,224.0,-11.0,1937.0,1948,1225,263,,0,,7,21,3.0,1228.0,DTW,1957.0,0,985,,1,,SAN,,N316US,10.0,15.0,NW,,1996
67.0,51.0,-10.0,901.0,911,800,71,,0,,7,12,-6.0,754.0,DCA,331.0,0,1478,,12,,CLT,,N884US,5.0,11.0,US,,1999
73.0,,13.0,1655.0,1642,1540,62,,0,,5,16,2.0,1542.0,CLT,336.0,0,1838,,12,,SDF,,,,,PI,,1988
142.0,124.0,1.0,1248.0,1247,1023,144,,0,,2,31,3.0,1026.0,SEA,937.0,0,417,,8,,BUR,,N961AS,6.0,12.0,AS,,1999
149.0,,-5.0,1148.0,1153,920,153,,0,,6,20,-1.0,919.0,PHL,951.0,0,1620,,7,,PBI,,,,,US,,1991
111.0,80.0,25.0,2007.0,1942,1700,102,,0,0.0,6,17,16.0,1716.0,SLC,590.0,0,716,0.0,4,25.0,LAX,0.0,N901DA,7.0,24.0,DL,0.0,2004
217.0,,2.0,1327.0,1325,1149,216,,0,,6,18,1.0,1150.0,SFO,1464.0,0,669,,4,,DFW,,,,,DL,,1992
140.0,120.0,-6.0,1449.0,1455,1135,140,,0,,2,17,-6.0,1129.0,ATL,874.0,0,672,,7,,SAT,,-N911D,11.0,9.0,DL,,2001
118.0,103.0,3.0,1524.0,1521,1324,117,,0,0.0,7,14,2.0,1326.0,LAS,762.0,0,795,0.0,3,0.0,PDX,0.0,N315AW,5.0,10.0,HP,0.0,2004
394.0,330.0,18.0,2033.0,2015,1700,375,,0,0.0,2,4,-1.0,1659.0,LAX,2475.0,0,181,0.0,12,18.0,JFK,0.0,N329AA,3.0,61.0,AA,0.0,2007
95.0,72.0,40.0,1716.0,1636,1450,106,,0,1.0,1,22,51.0,1541.0,IAD,533.0,0,1874,39.0,10,0.0,ATL,0.0,N668DN,3.0,20.0,DL,0.0,2007
345.0,148.0,-33.0,1332.0,1405,1050,375,,0,0.0,2,9,-3.0,1047.0,LGB,2465.0,0,209,0.0,11,0.0,JFK,0.0,N552JB,4.0,13.0,B6,0.0,2004
69.0,52.0,-22.0,1834.0,1856,1730,86,,0,,4,7,-5.0,1725.0,BOS,399.0,0,6422,,3,,DCA,,N757UW,8.0,9.0,US,,2002
96.0,77.0,-11.0,1246.0,1257,1010,107,,0,,5,30,0.0,1010.0,SLC,599.0,0,3804,,5,,SFO,,N452SW,7.0,12.0,OO,,2008
110.0,,70.0,1217.0,1107,1005,122,,0,,1,20,82.0,1127.0,DEN,680.0,0,863,,5,,MSP,,,,,CO,,1991
90.0,71.0,12.0,806.0,754,625,89,,0,,6,24,11.0,636.0,MEM,469.0,0,1084,,7,,IAH,,N9341,7.0,12.0,NW,,1999
83.0,68.0,-19.0,1049.0,1108,930,98,,0,,5,29,-4.0,926.0,CLE,418.0,0,439,,11,,LGA,,N63305,5.0,10.0,CO,,1996
331.0,,52.0,1715.0,1623,800,323,,0,,6,25,44.0,844.0,JFK,2586.0,0,110,,4,,SFO,,,,,DL,,1992
47.0,36.0,-3.0,1857.0,1900,1810,50,,0,,1,10,0.0,1810.0,LAS,197.0,0,512,,4,,ONT,,N661,7.0,4.0,WN,,2000
161.0,139.0,20.0,2101.0,2041,1814,147,,0,,5,22,6.0,1820.0,IAH,925.0,0,1755,,9,,ORD,,N2CHAA,5.0,17.0,AA,,1995
263.0,422.0,3.0,1903.0,1900,1145,255,,0,0.0,2,15,-5.0,1140.0,ATL,1933.0,0,264,0.0,7,0.0,LGB,0.0,N548JB,8.0,13.0,B6,0.0,2003
90.0,78.0,-12.0,1257.0,1309,1132,97,,0,,6,1,-5.0,1127.0,PHL,365.0,0,448,,12,,PWM,,N336äâ,4.0,8.0,US,,2001
66.0,45.0,-4.0,832.0,836,730,66,,0,,3,13,-4.0,726.0,SAT,247.0,0,1563,,1,,DFW,,N920DL,3.0,18.0,DL,,1999
112.0,85.0,8.0,1229.0,1221,1040,101,,0,,7,13,-3.0,1037.0,MSP,449.0,0,592,,2,,STL,,N957N,15.0,12.0,NW,,2000
151.0,124.0,-5.0,1541.0,1546,1215,151,,0,0.0,1,15,-5.0,1210.0,DTW,926.0,0,1478,0.0,8,0.0,MSY,0.0,N312NB,17.0,10.0,NW,0.0,2005
76.0,61.0,-10.0,1204.0,1214,1045,89,,0,0.0,7,14,3.0,1048.0,BWI,370.0,0,447,0.0,5,0.0,BOS,0.0,N953AT,5.0,10.0,FL,0.0,2006
236.0,224.0,16.0,2126.0,2110,1530,220,,0,,7,4,0.0,1530.0,BWI,1670.0,0,1604,,5,,ABQ,,N416,2.0,10.0,WN,,2003
214.0,172.0,10.0,1059.0,1049,925,204,,0,,5,18,0.0,925.0,LAS,1222.0,0,497,,1,,IAH,,N75854,10.0,32.0,CO,,2008
112.0,89.0,-3.0,1420.0,1423,1230,113,,0,,3,29,-2.0,1228.0,PVD,683.0,0,1431,,7,,CLT,,N434US,4.0,19.0,US,,1998
59.0,49.0,-15.0,1532.0,1547,1343,64,,0,0.0,4,25,-10.0,1333.0,ATL,272.0,0,426,0.0,11,0.0,PNS,0.0,N969AT,4.0,6.0,FL,0.0,2004
50.0,38.0,0.0,1550.0,1550,1500,50,,0,,2,13,0.0,1500.0,FLL,178.0,0,270,,7,,MCO,,N730,3.0,9.0,WN,,1999
111.0,,6.0,829.0,823,640,103,,0,,3,31,-2.0,638.0,DTW,501.0,0,469,,8,,RDU,,,,,NW,,1994
201.0,,0.0,1737.0,1737,1215,202,,0,,7,7,1.0,1216.0,MSY,1671.0,0,170,,11,,LAX,,,,,DL,,1993
61.0,,9.0,1639.0,1630,1425,65,,0,,6,10,13.0,1438.0,ELP,347.0,0,416,,10,,PHX,,,,,WN,,1987
73.0,51.0,1.0,1552.0,1551,1535,76,,0,0.0,6,28,4.0,1539.0,MSN,312.0,0,1907,0.0,6,0.0,DTW,0.0,N770NC,5.0,17.0,NW,0.0,2003
112.0,93.0,15.0,1335.0,1320,1130,110,,0,,4,4,13.0,1143.0,EWR,644.0,0,1464,,1,,IND,,N16201,7.0,12.0,CO,,1996
274.0,258.0,24.0,2024.0,2000,1735,265,,0,,4,28,15.0,1750.0,SEA,1733.0,0,1062,,3,,MDW,,N755,6.0,10.0,WN,,2002
109.0,80.0,25.0,1314.0,1249,1000,109,,0,8.0,3,25,25.0,1025.0,ATL,589.0,0,4484,17.0,7,0.0,XNA,0.0,N842AS,12.0,17.0,EV,0.0,2007
47.0,29.0,-13.0,856.0,909,815,54,,0,,7,2,-6.0,809.0,CAE,191.0,0,809,,7,,ATL,,N982DL,5.0,13.0,DL,,2000
73.0,61.0,-9.0,921.0,930,810,80,,0,,6,2,-2.0,808.0,SAN,417.0,0,1521,,11,,SJC,,N404AA,4.0,8.0,AA,,2002
72.0,41.0,12.0,1357.0,1345,1145,60,,0,,1,16,0.0,1145.0,PHX,256.0,0,2450,,12,,LAS,,N188AW,5.0,26.0,HP,,1996
253.0,,37.0,1808.0,1731,1525,246,,0,,2,12,30.0,1555.0,SFO,1635.0,0,687,,9,,IAH,,,,,CO,,1989
85.0,69.0,5.0,825.0,820,655,85,,0,,6,9,5.0,700.0,SAN,446.0,0,1337,,3,,OAK,,N61,1.0,15.0,WN,,1996
52.0,,-5.0,1956.0,2001,1905,56,,0,,7,10,-1.0,1904.0,ATL,215.0,0,1659,,4,,SAV,,,,,DL,,1994
197.0,161.0,7.0,1329.0,1322,1115,187,,0,,7,19,-3.0,1112.0,BOI,1142.0,0,1271,,11,,MSP,,N203US,4.0,32.0,NW,,2000
137.0,119.0,7.0,1056.0,1049,840,129,,0,,6,12,-1.0,839.0,MSP,700.0,0,1295,,2,,MEM,,N289US,7.0,11.0,NW,,2000
45.0,,-2.0,1535.0,1537,1450,47,,0,,3,12,0.0,1450.0,ATL,143.0,0,591,,10,,AGS,,,,,DL,,1988
58.0,47.0,5.0,750.0,745,645,60,,0,,2,14,7.0,652.0,PHL,228.0,0,433,,3,,SYR,,N819US,2.0,9.0,US,,1995
79.0,43.0,21.0,1941.0,1920,1820,60,,0,0.0,2,7,2.0,1822.0,ORD,174.0,0,4368,0.0,11,21.0,GRB,0.0,N839AE,11.0,25.0,MQ,0.0,2006
59.0,45.0,-1.0,1534.0,1535,1433,62,,0,,4,28,2.0,1435.0,TXK,181.0,0,3399,,6,,DFW,,-N387M,4.0,10.0,MQ,,2001
124.0,112.0,-8.0,1757.0,1805,1655,130,,0,,5,14,-2.0,1653.0,SFO,651.0,0,1986,,11,,PHX,,N351SW,5.0,7.0,WN,,2008
77.0,56.0,-3.0,1827.0,1830,1705,85,,0,,7,30,5.0,1710.0,CVG,373.0,0,354,,7,,ATL,,N137DL,7.0,14.0,DL,,1995
66.0,,14.0,1529.0,1515,1405,70,,0,,7,3,18.0,1423.0,ORD,299.0,0,642,,4,,DSM,,,,,AA,,1988
64.0,,13.0,1853.0,1840,1843,57,,0,,1,30,6.0,1849.0,PNS,272.0,0,435,,11,,ATL,,,,,DL,,1987
194.0,,-14.0,1506.0,1520,1149,211,,0,,4,6,3.0,1152.0,SJU,1547.0,0,464,,10,,ATL,,,,,DL,,1994
120.0,,11.0,956.0,945,755,110,,0,,2,26,1.0,756.0,LGA,659.0,0,2201,,3,,IND,,,,,US,,1991
154.0,136.0,-10.0,1442.0,1452,1115,157,,0,0.0,3,10,-7.0,1108.0,PHX,1107.0,0,7,0.0,3,0.0,SEA,0.0,N826AW,6.0,12.0,HP,0.0,2004
133.0,111.0,4.0,1404.0,1400,1250,130,,0,0.0,1,18,1.0,1251.0,MCI,694.0,0,2016,0.0,10,0.0,CLE,0.0,N13903,7.0,15.0,XE,0.0,2004
98.0,81.0,-20.0,2056.0,2116,1823,113,,0,0.0,1,27,-5.0,1818.0,DFW,641.0,0,1330,0.0,10,0.0,DEN,0.0,N219AA,9.0,8.0,AA,0.0,2003
77.0,,10.0,1326.0,1316,1210,66,,0,,3,19,-1.0,1209.0,BWI,273.0,0,1163,,2,,SYR,,,,,US,,1992
80.0,64.0,-14.0,1650.0,1704,1532,92,,0,0.0,3,13,-2.0,1530.0,XNA,438.0,0,2574,0.0,9,0.0,IAH,0.0,N11199,6.0,10.0,XE,0.0,2006
45.0,,0.0,1405.0,1405,1320,45,,0,,6,30,0.0,1320.0,AUS,189.0,0,527,,3,,DAL,,,,,WN,,1991
,,,,1402,1235,87,,1,,5,4,,,DSM,490.0,0,768,,3,,MEM,,,,,NW,,1988
100.0,74.0,-5.0,1120.0,1125,940,105,,0,0.0,7,1,0.0,940.0,PIT,526.0,0,1560,0.0,7,0.0,ATL,0.0,N938DL,6.0,20.0,DL,0.0,2007
54.0,,7.0,1949.0,1942,1840,62,,0,,2,13,15.0,1855.0,PHL,212.0,0,1669,,9,,ALB,,,,,US,,1994
82.0,67.0,-14.0,1312.0,1326,1155,91,,0,0.0,6,15,-5.0,1150.0,BGM,506.0,0,5711,0.0,10,0.0,CVG,0.0,N806CA,3.0,12.0,OH,0.0,2005
88.0,,-2.0,1018.0,1020,850,90,,0,,4,13,0.0,850.0,SFO,447.0,0,1296,,12,,SAN,,,,,UA,,1990
134.0,106.0,-1.0,1449.0,1450,1240,130,,0,,6,19,-5.0,1235.0,IND,587.0,0,4797,,1,,PHL,,86969E,12.0,16.0,9E,,2008
205.0,184.0,-14.0,1706.0,1720,1543,217,,0,,4,13,-2.0,1541.0,SMF,1431.0,0,1807,,8,,DFW,,N454AA,6.0,15.0,AA,,1998
39.0,18.0,-4.0,2004.0,2008,1925,43,,0,0.0,2,25,0.0,1925.0,DAY,64.0,0,6154,0.0,5,0.0,CVG,0.0,N424FJ,2.0,19.0,DH,0.0,2004
69.0,51.0,4.0,1514.0,1510,1305,65,,0,0.0,5,23,0.0,1305.0,BOI,344.0,0,807,0.0,4,0.0,PDX,0.0,N332,3.0,15.0,WN,0.0,2004
185.0,174.0,21.0,1431.0,1410,1105,185,,0,,1,28,21.0,1126.0,MCO,1073.0,0,1892,,12,,PVD,,N655,2.0,9.0,WN,,1998
59.0,50.0,-6.0,1314.0,1320,1215,65,,0,,7,9,0.0,1215.0,SJC,333.0,0,1318,,3,,ONT,,N344,3.0,6.0,WN,,1997
84.0,58.0,25.0,1400.0,1335,1205,90,,0,,5,3,31.0,1236.0,DCA,405.0,0,236,,7,,DTW,,N302US,7.0,19.0,NW,,1998
83.0,69.0,-2.0,1943.0,1945,1820,85,,0,0.0,3,17,0.0,1820.0,OMA,423.0,0,2253,0.0,1,0.0,MDW,0.0,N469,2.0,12.0,WN,0.0,2007
140.0,122.0,-16.0,10.0,26,2150,156,,0,,2,19,0.0,2150.0,IAH,925.0,0,1647,,8,,ORD,,N585AA,7.0,11.0,AA,,1997
73.0,48.0,7.0,1315.0,1308,1300,68,,0,0.0,1,3,2.0,1302.0,VPS,264.0,0,897,0.0,4,0.0,ATL,0.0,N907DE,6.0,19.0,DL,0.0,2006
54.0,36.0,-2.0,924.0,926,830,56,,0,0.0,1,22,0.0,829.0,PIH,150.0,0,3610,0.0,3,0.0,SLC,0.0,N212SW,3.0,16.0,OO,0.0,2004
125.0,116.0,7.0,1602.0,1555,1355,120,,0,,3,6,2.0,1357.0,CLT,683.0,0,765,,12,,PVD,,N337US,4.0,5.0,US,,1995
144.0,,-16.0,1024.0,1040,900,160,,0,,5,1,0.0,900.0,DFW,1017.0,0,703,,6,,RSW,,,,,DL,,1990
116.0,89.0,12.0,1717.0,1705,1421,104,,0,0.0,5,22,0.0,1421.0,SLC,601.0,0,3965,0.0,7,0.0,TUS,0.0,N453SW,7.0,20.0,OO,0.0,2005
188.0,147.0,80.0,1930.0,1810,1530,160,,0,0.0,3,22,52.0,1622.0,ATL,745.0,0,1151,0.0,2,80.0,EWR,0.0,N11641,11.0,30.0,CO,0.0,2006
102.0,,-14.0,1611.0,1625,1430,115,,0,,7,5,-1.0,1429.0,PHX,602.0,0,1271,,12,,DEN,,,,,CO,,1993
161.0,145.0,11.0,844.0,833,705,148,,0,,6,10,-2.0,703.0,ORD,849.0,0,446,,1,,PVD,,N7256U,4.0,12.0,UA,,1998
86.0,63.0,6.0,2230.0,2224,2010,74,,0,,7,31,-6.0,2004.0,ATL,425.0,0,582,,8,,MSY,,N640DL,16.0,7.0,DL,,1997
137.0,116.0,-7.0,1520.0,1527,1305,142,,0,0.0,6,20,-2.0,1303.0,MSP,852.0,0,1725,0.0,5,0.0,DFW,0.0,N448AA,8.0,13.0,AA,0.0,2006
333.0,,-15.0,1737.0,1752,1500,352,,0,,5,28,4.0,1504.0,LAX,2475.0,0,117,,10,,JFK,,,,,AA,,1994
54.0,43.0,-1.0,1234.0,1235,1035,60,,0,,2,20,5.0,1040.0,ABQ,328.0,0,393,,10,,PHX,,N647,3.0,8.0,WN,,1998
101.0,,-10.0,2100.0,2110,2020,110,,0,,3,15,-1.0,2019.0,ORD,594.0,0,781,,7,,MDT,,,,,UA,,1992
313.0,293.0,-22.0,2121.0,2143,1315,328,,0,0.0,2,22,-7.0,1308.0,JFK,2475.0,0,890,0.0,5,0.0,LAX,0.0,N505UA,5.0,15.0,UA,0.0,2007
117.0,93.0,0.0,1122.0,1122,920,122,,0,,1,31,5.0,925.0,DTW,614.0,0,1443,,7,,PVD,,N309NB,14.0,10.0,NW,,2000
240.0,,26.0,1806.0,1740,1446,234,,0,,1,12,20.0,1506.0,DFW,1389.0,0,25,,3,,LGA,,,,,AA,,1990
282.0,251.0,85.0,741.0,616,2246,270,,0,73.0,5,12,73.0,2359.0,BWI,2106.0,0,778,0.0,5,12.0,LAS,0.0,N649AW,8.0,23.0,US,0.0,2006
173.0,137.0,29.0,1119.0,1050,730,140,,0,0.0,5,1,-4.0,726.0,LGA,812.0,0,2899,0.0,2,29.0,MSN,0.0,80419E,9.0,27.0,9E,0.0,2008
30.0,,-5.0,605.0,610,535,35,,0,,2,20,0.0,535.0,SEA,94.0,0,38,,8,,BLI,,,,,AS,,1991
123.0,89.0,74.0,2318.0,2204,1959,125,,0,0.0,3,1,76.0,2115.0,CLT,544.0,0,5594,0.0,12,0.0,LGA,0.0,N729CA,4.0,30.0,OH,74.0,2004
144.0,125.0,-4.0,1021.0,1025,700,145,,0,0.0,7,7,-3.0,657.0,MCO,1005.0,0,716,0.0,10,0.0,ORD,0.0,N5BUAA,5.0,14.0,AA,0.0,2007
141.0,127.0,-5.0,2041.0,2046,1820,146,,0,,5,25,0.0,1820.0,PDX,933.0,0,561,,7,,SAN,,N788AS,3.0,11.0,AS,,1997
124.0,103.0,-16.0,1616.0,1632,1315,137,,0,0.0,2,29,-3.0,1312.0,PVD,849.0,0,546,0.0,6,0.0,ORD,0.0,N440UA,5.0,16.0,UA,0.0,2004
194.0,163.0,30.0,1342.0,1312,1030,162,,0,0.0,2,7,-2.0,1028.0,FNT,1011.0,0,1545,0.0,3,30.0,MCO,0.0,N9339,5.0,26.0,NW,0.0,2006
,,,,2158,2040,78,,0,0.0,5,13,115.0,2235.0,LAS,365.0,1,2892,0.0,10,0.0,TUS,0.0,N914FJ,0.0,14.0,YV,0.0,2006
252.0,226.0,4.0,1406.0,1402,645,257,,0,0.0,3,9,9.0,654.0,CVG,1877.0,0,618,0.0,6,0.0,SNA,0.0,N690DL,6.0,20.0,DL,0.0,2004
40.0,28.0,-7.0,1218.0,1225,1140,45,,0,,2,24,-2.0,1138.0,MCI,152.0,0,1703,,10,,OMA,,N18612,3.0,9.0,CO,,1995
131.0,105.0,-27.0,1353.0,1420,1052,148,,0,0.0,4,25,-10.0,1042.0,ATL,906.0,0,855,0.0,12,0.0,MSP,0.0,N975AT,8.0,18.0,FL,0.0,2003
189.0,,8.0,1213.0,1205,905,180,,0,,2,26,-1.0,904.0,MIA,1090.0,0,17,,10,,JFK,,,,,TW,,1993
128.0,,20.0,2021.0,2001,1700,121,,0,,5,22,13.0,1713.0,LGA,733.0,0,500,,5,,ORD,,,,,AA,,1992
64.0,,-14.0,914.0,928,810,78,,0,,6,15,0.0,810.0,BDL,313.0,0,542,,1,,DCA,,,,,US,,1994
78.0,32.0,8.0,2017.0,2009,1859,70,,0,,1,3,0.0,1859.0,MLI,187.0,0,641,,4,,STL,,N926L,2.0,44.0,TW,,1995
338.0,300.0,-54.0,2031.0,2125,1755,390,,0,,2,28,-2.0,1753.0,SEA,2421.0,0,1995,,3,,JFK,,N183DN,7.0,31.0,DL,,2000
137.0,,-14.0,936.0,950,620,150,,0,,2,27,-1.0,619.0,DEN,1024.0,0,228,,4,,SEA,,,,,UA,,1993
116.0,,120.0,1445.0,1245,1145,120,,0,,1,22,124.0,1349.0,MCI,692.0,0,436,,1,,ATL,,,,,DL,,1990
70.0,,7.0,1851.0,1844,1735,69,,0,,3,27,6.0,1741.0,IND,325.0,0,323,,1,,PIT,,,,,US,,1988
89.0,70.0,1.0,1756.0,1755,1630,85,,0,,5,3,-3.0,1627.0,IAH,429.0,0,475,,5,,TUL,,N70542,9.0,10.0,CO,,1996
230.0,182.0,-6.0,2330.0,2336,1845,231,,0,0.0,4,5,-5.0,1840.0,SJU,1608.0,0,1945,0.0,2,0.0,EWR,0.0,N37277,5.0,43.0,CO,0.0,2004
135.0,115.0,-23.0,1357.0,1420,1045,155,,0,0.0,2,24,-3.0,1042.0,MCO,1005.0,0,1500,0.0,10,0.0,ORD,0.0,N5FEAA,5.0,15.0,AA,0.0,2006
258.0,,5.0,2135.0,2130,1905,265,,0,,3,13,12.0,1917.0,PDX,1739.0,0,145,,12,,ORD,,,,,UA,,1989
60.0,,-5.0,2049.0,2054,1949,65,,0,,7,11,0.0,1949.0,STL,229.0,0,559,,4,,IND,,,,,TW,,1993
46.0,,1.0,1421.0,1420,1335,45,,0,,5,8,0.0,1335.0,OKC,181.0,0,26,,9,,DAL,,,,,WN,,1989
55.0,44.0,-27.0,846.0,913,755,78,,0,0.0,3,10,-4.0,751.0,PWM,270.0,0,5543,0.0,11,0.0,LGA,0.0,N468CA,2.0,9.0,OH,0.0,2004
60.0,52.0,50.0,2323.0,2233,2015,78,,0,0.0,4,26,68.0,2123.0,CVG,264.0,0,5032,0.0,10,0.0,ORD,0.0,N659CA,1.0,7.0,OH,50.0,2006
106.0,84.0,-2.0,849.0,851,710,101,,0,,3,25,-7.0,703.0,PHL,365.0,0,903,,12,,PWM,,N529AU,8.0,14.0,US,,2002
84.0,67.0,2.0,159.0,157,35,82,,0,,6,30,0.0,35.0,OAK,407.0,0,2631,,1,,LAS,,N182AW,6.0,11.0,HP,,1999
98.0,,20.0,1819.0,1759,1644,75,,0,,2,17,-3.0,1641.0,DCA,213.0,0,703,,1,,JFK,,,,,TW,,1989
52.0,34.0,2.0,1412.0,1410,1320,50,,0,,4,9,0.0,1320.0,IAH,217.0,0,239,,3,,DAL,,N388,4.0,14.0,WN,,1995
74.0,57.0,-6.0,1353.0,1359,1245,74,,0,,1,8,-6.0,1239.0,DCA,411.0,0,1620,,11,,CVG,,N963DL,5.0,12.0,DL,,1999
94.0,75.0,93.0,115.0,2342,2055,107,,0,93.0,7,21,106.0,2241.0,SYR,607.0,0,7414,0.0,12,0.0,ORD,0.0,N683BR,5.0,14.0,DH,0.0,2003
130.0,117.0,61.0,2125.0,2024,1706,138,,0,61.0,4,23,69.0,1815.0,TPA,929.0,0,832,0.0,9,0.0,DFW,0.0,N495AA,2.0,11.0,AA,0.0,2004
186.0,141.0,34.0,1939.0,1905,1555,190,,0,23.0,6,7,38.0,1633.0,MIA,1090.0,0,1555,11.0,6,0.0,JFK,0.0,N083AA,10.0,35.0,AA,0.0,2008
196.0,176.0,-2.0,2236.0,2238,2020,198,,0,,1,27,0.0,2020.0,DFW,1068.0,0,971,,3,,PIT,,N803US,3.0,17.0,US,,1995
74.0,55.0,66.0,2341.0,2235,2125,70,,0,,7,20,62.0,2227.0,OAK,361.0,0,1432,,4,,ONT,,N376,12.0,7.0,WN,,1997
56.0,35.0,-16.0,1214.0,1230,1130,60,,0,0.0,2,20,-12.0,1118.0,JAC,205.0,0,922,0.0,3,0.0,SLC,0.0,N612DL,4.0,17.0,DL,0.0,2007
345.0,103.0,248.0,2125.0,1717,1545,92,,0,0.0,7,6,-5.0,1540.0,BNA,409.0,0,7408,0.0,7,248.0,ORD,0.0,N635BR,11.0,231.0,DH,0.0,2003
161.0,122.0,3.0,1342.0,1339,1205,154,,0,,1,22,-4.0,1201.0,TUS,936.0,0,1403,,3,,IAH,,N14347,12.0,27.0,CO,,1999
90.0,60.0,89.0,1534.0,1405,1245,80,,0,,5,20,79.0,1404.0,SAN,447.0,0,466,,10,,SFO,,N698,4.0,26.0,WN,,1995
56.0,,1.0,1501.0,1500,1405,55,,0,,7,17,0.0,1405.0,ABE,253.0,0,479,,7,,PIT,,,,,US,,1994
53.0,,-7.0,1838.0,1845,1645,60,,0,,6,24,0.0,1645.0,ABQ,328.0,0,206,,10,,PHX,,,,,HP,,1987
156.0,129.0,11.0,1421.0,1410,945,145,,0,,2,9,0.0,945.0,HOU,1020.0,0,611,,4,,PHX,,N384,3.0,24.0,WN,,1996
79.0,63.0,-6.0,824.0,830,705,85,,0,,2,13,0.0,705.0,RNO,390.0,0,1149,,2,,LAX,,N364,2.0,14.0,WN,,1996
226.0,141.0,67.0,2400.0,2253,1905,168,,0,0.0,5,14,9.0,1914.0,PBI,1144.0,0,1564,0.0,4,58.0,ORD,0.0,N444UA,3.0,82.0,UA,9.0,2006
142.0,130.0,-10.0,1047.0,1057,825,152,,0,,6,22,0.0,825.0,PHX,1009.0,0,2955,,6,,PDX,,N169AW,3.0,9.0,HP,,1996
96.0,,15.0,2109.0,2054,1915,99,,0,,4,15,18.0,1933.0,PIT,526.0,0,480,,6,,ATL,,,,,US,,1989
,,,,1017,920,57,A,1,0.0,3,7,,,LAS,173.0,0,6016,0.0,7,0.0,PSP,0.0,0,0.0,0.0,OO,0.0,2004
,,,,835,653,102,,1,,1,31,,,PIT,485.0,0,133,,1,,MHT,,UNKNOW,0.0,0.0,US,,2000
124.0,,-1.0,1004.0,1005,800,125,,0,,3,10,0.0,800.0,SFO,679.0,0,146,,7,,SEA,,,,,AS,,1991
324.0,299.0,-24.0,1957.0,2021,1736,345,,0,,3,1,-3.0,1733.0,SEA,2306.0,0,917,,10,,IAD,,N583UA,6.0,19.0,UA,,2008
99.0,,3.0,2209.0,2206,1930,96,,0,,3,6,0.0,1930.0,DFW,569.0,0,776,,5,,ABQ,,,,,AA,,1992
180.0,155.0,-6.0,1959.0,2005,1759,186,,0,,6,20,0.0,1759.0,SAT,1095.0,0,2679,,9,,CLT,,N908FJ,5.0,20.0,YV,,2008
75.0,62.0,0.0,1310.0,1310,1055,75,,0,,3,25,0.0,1055.0,PHX,369.0,0,1488,,2,,BUR,,N395,4.0,9.0,WN,,1998
96.0,71.0,-5.0,1830.0,1835,1550,105,,0,0.0,5,4,4.0,1554.0,DFW,569.0,0,1170,0.0,5,0.0,ABQ,0.0,N464AA,11.0,14.0,AA,0.0,2007
32.0,20.0,-24.0,2123.0,2147,2116,31,,0,,5,10,-25.0,2051.0,SRQ,77.0,0,480,,3,,RSW,,N958U,3.0,9.0,TW,,1995
58.0,43.0,1.0,1322.0,1321,1225,56,,0,,5,27,-1.0,1224.0,DCA,227.0,0,1503,,9,,RDU,,N966VJ,7.0,8.0,US,,1996
190.0,153.0,5.0,1953.0,1948,1844,184,,0,,4,11,-1.0,1843.0,ONT,1189.0,0,771,,9,,DFW,,N5DBAA,4.0,33.0,AA,,1997
281.0,246.0,1.0,1435.0,1434,700,274,,0,0.0,3,27,-6.0,654.0,ATL,2172.0,0,1683,0.0,12,0.0,PDX,0.0,N6713Y,6.0,29.0,DL,0.0,2006
60.0,,-5.0,1050.0,1055,950,65,,0,,4,15,0.0,950.0,BUF,279.0,0,656,,8,,PHL,,,,,US,,1991
147.0,130.0,-15.0,1628.0,1643,1505,158,,0,0.0,4,9,-4.0,1501.0,DFW,929.0,0,1777,0.0,9,0.0,TPA,0.0,N493AA,9.0,8.0,AA,0.0,2004
86.0,69.0,-24.0,1351.0,1415,1230,105,,0,,3,24,-5.0,1225.0,RDU,426.0,0,4694,,9,,JFK,,N850AE,3.0,14.0,MQ,,2008
175.0,122.0,29.0,1250.0,1221,850,151,,0,,1,28,5.0,855.0,TPA,1012.0,0,1126,,10,,ORD,,N405AA,28.0,25.0,AA,,1996
77.0,62.0,-14.0,1239.0,1253,1225,88,,0,,6,29,-3.0,1222.0,BTR,449.0,0,1115,,6,,ATL,,N976DL,5.0,10.0,DL,,1996
